,objectid,muni_id,muni,zo_code,zo_name,zo_usety,zo_abbr,zo_usede,mf_notes,mulfam2,mulfam3_4,mulfam5_19,mulfam20_,minlotsize,mnls_ove,mnls_oven,mnls_calc,mnls_eff,mnls_notes,pctlotcov,plc_spec,plc_ove,plc_oven,plc_calc,plc_eff,plc_notes,plc_esval,lapdu,lapdu_note,lapdu_spec,maxflrs,mxfl_spec,mxfl_calc,mxfl_eff,mxfl_esval,maxheight,mxht_spec,mxht_calc,mxht_eff,mxht_notes,maxdu,mxdu_spec,mxdu_ove,mxdu_oven,mxdu_calc1,sfpdu,mxdu_calc2,mxdu_calc3,mxdu_eff,mxdu_notes,mxdu_esval,dupac,dupac_spec,dupac_ove,dupac_oven,dupac_calc1,dupac_calc2,dupac_calc3,dupac_eff,dupac_notes,dupac_esval,far,far_spec,far_ove,far_oven,far_calc,far_eff,far_esval,far_notes,far_ques,createdby,createddate,editedby,mxht_esval,mnls_esval,mnls_spec,spatialrec
259,571,35,Boston,35CF-WA (Rox),Roxbury Neighborhood,3,CF-WA (Rox),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,NA,1,1,NA,NA,NA,3,1,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
260,572,35,Boston,35CC (GM),Greater Mattapan Neighborhood,3,CC (GM),NA,NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,5,NA,5,5,0,55,NA,50,55,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,175,NA,1,4,NA,NA,NA,5,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
261,582,35,Boston,35CF-A (MH),Mission Hill Neighborhood,2,CF-A (MH),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,3.5,NA,4,3.5,0,40,NA,35,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,2,NA,NA,NA,3.5,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,NA,999,10/1/19
262,1297,170,Marlborough,170B,Business,3,B,Multi Family,NA,1,1,1,1,5000,NA,NA,NA,5000,NA,0,NA,NA,NA,1,0,NA,0,NA,9.99,999,NA,999,5,5,1,52,NA,NA,52,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,NA,1000,NA,NA,1,"No value in by-law, but this is implied: SF is highest allowable density by-right.
",0,NA,NA,NA,NA,9,NA,8,9,NA,1,NA,NA,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,NA,3/3/2020 8:38pm,0,0,NA,4/1/14
263,573,35,Boston,35CC (MH),Mission Hill Neighborhood,3,CC (MH),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,131,NA,1,3,NA,NA,NA,NA,3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,NA,NA,999,10/1/19
264,574,35,Boston,35CC (SE),South End Neighborhood,3,CC (SE),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,7,7,1,70,NA,NA,70,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,175,NA,36,NA,1,4,NA,NA,NA,7,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
265,575,35,Boston,35CF-TS (Rox),Roxbury Neighborhood,3,CF-TS (Rox),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,4,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
266,576,243,Quincy,243RES B,Residence B,1,RES B,Multi Family,NA,2,2,2,2,6750,NA,NA,NA,6750,NA,NA,0,NA,NA,1,1,NA,1,2500,NA,NA,3,NA,NA,3,0,NA,999,30,30,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,2,1000,3.375,NA,2,NA,1,NA,NA,NA,NA,13,22,12,13,NA,1,0.5,NA,NA,NA,3,NA,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 5:04pm,1,0,NA,2/1/13
267,577,35,Boston,35CF (A/B),Allston/Brighton Neighborhood,2,CF (A/B),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,1,NA,NA,NA,2.5,1,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,NA,999,10/1/19
268,578,35,Boston,35CF (CHA),Charlestown Neighborhood,3,CF (CHA),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,4,4,1,45,NA,NA,45,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,4,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
269,579,35,Boston,35CF (EB),East Boston Neighborhood,3,CF (EB),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,NA,1,1,NA,NA,NA,3,1,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
270,583,198,Natick,198HPU,Highway Planned Use,2,HPU,Intended for large scale commercial/indust.,NA,0,0,0,0,1089000,NA,NA,NA,1089000,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,NA,3,NA,3,3,0,36,NA,30,36,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/11/2020 10:45am,0,0,NA,3/1/13
271,761,35,Boston,35PA-TS (MC),Midtown Cultural,3,PA-TS (MC),NA,NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,999,NA,999,12,12,1,125,NA,NA,125,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,349,NA,7,NA,1,8,NA,NA,NA,12,8,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/2/2020 5:04pm,0,NA,0,10/1/19
272,580,35,Boston,35CC (WR),West Roxbury Neighborhood,3,CC (WR),NA,NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,4,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
273,581,35,Boston,35CE (EB),East Boston Neighborhood,3,CE (EB),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,NA,1,1,NA,NA,NA,3,1,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
274,1609,262,Saugus,262B-3,Business A Special-East of Broadway,2,B-3,professional office (by special permit only),NA,0,0,0,0,10000,NA,NA,NA,10000,NA,1,NA,NA,NA,1,1,NA,0,NA,9.99,0,1,NA,3,1,0,30,NA,10,30,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,1,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,1/1/99
275,584,35,Boston,35CF (GM),Greater Mattapan Neighborhood,2,CF (GM),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,5,NA,5,5,0,55,NA,50,55,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,3,NA,NA,NA,5,3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,NA,999,10/1/19
276,585,35,Boston,35CF (SE),South End Neighborhood,3,CF (SE),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,7,7,1,70,NA,NA,70,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,175,NA,29,NA,1,4,NA,NA,NA,7,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
277,586,35,Boston,35CGI (HPCW),Harborpark: Charlestown Waterfront,2,CGI (HPCW),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,NA,NA,999,10/1/19
278,587,35,Boston,35CGW (HPCW),Harborpark: Charlestown Waterfront,2,CGW (HPCW),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,3,NA,NA,NA,NA,3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,NA,NA,999,10/1/19
279,596,35,Boston,35CUF (FW),Fenway Neighborhood,3,CUF (FW),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,7,NA,7,7,0,75,NA,70,75,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,175,NA,68,NA,1,4,NA,NA,NA,7,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
280,588,35,Boston,35CMER (HPCW),Harborpark: Charlestown Waterfront,2,CMER (HPCW),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,NA,NA,999,10/1/19
281,589,35,Boston,35EDA-ALS (A/B),Allston/Brighton Neighborhood,3,EDA-ALS (A/B),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,4,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
282,590,317,Wellesley,317SR40,Single Residence 40,1,SR40,One-family dwelling,NA,0,0,0,0,40000,NA,NA,10000,40000,Section 2,NA,0,NA,NA,1,1,NA,1,10000,NA,NA,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,4,1000,NA,NA,1,NA,0,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,10/1/13
283,594,35,Boston,35CPS (HP),Hyde Park Neighborhood,3,CPS (HP),NA,NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,3,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
284,591,35,Boston,35CPS (A/B),Allston/Brighton Neighborhood,3,CPS (A/B),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,3,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
285,592,35,Boston,35CPS (D),Dorchester Neighborhood,3,CPS (D),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,22,NA,1,0.5,NA,NA,NA,3,0.5,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
286,593,35,Boston,35CPS (EB),East Boston Neighborhood,3,CPS (EB),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,3,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
287,595,35,Boston,35CPS IMP (A/B),Allston/Brighton Neighborhood,3,CPS IMP (A/B),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,3,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
288,1610,262,Saugus,262I,Industrial,2,I,"retail, professional office, restaurants",NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,"Interestingly, this zone is mentioned in the Town Zoning Bylaw, but it is not listed in the table of uses or the table of dimensional requirements.Ê It may not really exist.Ê there is an I1 and I2, but no I.Ê Change to blank.",1,NA,9.99,0,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2.1,NA,NA,2.1,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,NA,NA,999,1/1/99
289,597,35,Boston,35EDA-ALN (A/B),Allston/Brighton Neighborhood,3,EDA-ALN (A/B),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3.5,NA,4,3.5,0,40,NA,35,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,3.5,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
290,598,35,Boston,35EDA-CENTRAL (SE),South End Neighborhood,3,EDA-CENTRAL (SE),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,7,7,1,70,NA,NA,70,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,175,NA,122,NA,1,4,NA,NA,NA,7,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
291,599,35,Boston,35CPS (JP),Jamaica Plain Neighborhood,3,CPS (JP),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,3,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
292,600,35,Boston,35CPS (MH),Mission Hill Neighborhood,3,CPS (MH),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,3,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
293,601,35,Boston,35CPS (R),Roslindale Neighborhood,3,CPS (R),NA,NA,1,1,1,1,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,NA,1,0.3,NA,NA,NA,2.5,0.3,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
294,602,35,Boston,35DW (HPDB/NR),Harborpark: North End Waterfront,2,DW (HPDB/NR),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,4,NA,NA,NA,NA,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,NA,NA,999,10/1/19
295,603,171,Marshfield,171OP,Office Park,2,OP,office park,NA,0,0,0,0,20000,NA,NA,NA,20000,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,NA,2,NA,2,2,0,25,NA,20,25,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/8/2020 4:28pm,0,0,NA,4/1/13
296,604,35,Boston,35EDA-DS (Rox),Roxbury Neighborhood,3,EDA-DS (Rox),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,5,NA,5,5,0,55,NA,50,55,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,5,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
297,605,73,Dedham,73GR,General Residence,1,GR,Two Family,NA,2,1,1,1,1,0,NA,NA,0,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,999,NA,999,3,3,1,38,NA,NA,38,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,NA,1000,9.00E-04,NA,2,NA,0,NA,NA,39,NA,NA,40,NA,39,NA,1,0.9,NA,NA,NA,NA,NA,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/8/2020 5:08pm,0,0,NA,4/1/13
298,2099,92,Essex,92G,General,3,G,"Multi Family, Business, Hotel, Industrial",NA,2,2,1,1,40000,NA,NA,NA,40000,NA,1,NA,NA,NA,1,1,NA,0,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",4,NA,NA,NA,NA,1000,NA,NA,4,NA,0,NA,NA,NA,NA,5,NA,4,5,NA,1,NA,NA,NA,NA,2.5,NA,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,NA,3/3/2020 8:38pm,0,0,NA,3/1/13
299,606,35,Boston,35EDA-GR (Rox),Roxbury Neighborhood,3,EDA-GR (Rox),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,6,NA,6,6,0,65,NA,60,65,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,88,NA,1,2,NA,NA,NA,6,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
300,607,35,Boston,35EDA-MH (EB),East Boston Neighborhood,2,EDA-MH (EB),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,2,NA,NA,NA,4,2,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,NA,999,10/1/19
301,608,35,Boston,35EDA-N (SSEDA),South Station Economic Development Area,2,EDA-N (SSEDA),NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,40,40,1,400,NA,NA,400,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,14,NA,NA,NA,40,14,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,Lily Perkins-High,12/11/2020 10:45am,0,NA,999,10/1/19
302,609,35,Boston,35EDA-NORTH (SE),South End Neighborhood,3,EDA-NORTH (SE),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,10,10,1,100,NA,NA,100,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,175,NA,144,NA,1,4,NA,NA,NA,10,4,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,0,NA,999,10/1/19
303,610,35,Boston,35H-1-50 (SB),South Boston,1,H-1-50 (SB),NA,NA,2,2,2,2,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,NA,1,1,NA,NA,NA,NA,NA,0,"FAR_NOTES:
FAR_XCEPT:",NA,NA,NA,3/3/2020 8:38pm,NA,NA,999,10/1/19
304,611,171,Marshfield,171R-1,Residential Rural,1,R-1,Open Space Residential (Clustered),NA,1,1,1,1,217800,NA,NA,10000,217800,NA,0,NA,NA,NA,1,0,NA,0,10000,NA,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,21,1000,NA,NA,1,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/8/2020 4:26pm,0,0,NA,4/1/13
