longitude,latitude,ZipCode,Time,CO,NO2,O3,PM10,PM2.5,SO2,aqi,category
-71.08594,42.30732,02121,2023-10-22T04:00:00Z,151.48,20.13,27.16,36.23,5.16,0.49,28,Good air quality
-71.08594,42.30732,02121,2023-10-22T08:00:00Z,151.43,10.02,18.14,9.13,4.63,0.49,29,Good air quality
-71.08594,42.30732,02121,2023-10-22T12:00:00Z,125.86,12.76,14.4,15.72,6.34,0.49,28,Good air quality
-71.08594,42.30732,02121,2023-10-22T16:00:00Z,125.75,17.82,16.24,21.09,5.77,0.49,26,Good air quality
-71.08594,42.30732,02121,2023-10-22T20:00:00Z,125.75,20.23,18.3,22.75,6.96,0.39,25,Good air quality
-71.08594,42.30732,02121,2023-10-23T00:00:00Z,151.32,19.72,13.64,19.7,6.64,0.49,24,Good air quality
-71.08594,42.30732,02121,2023-10-23T04:00:00Z,151.32,14.6,11.55,35.09,5.3,0.49,23,Good air quality
-71.08594,42.30732,02121,2023-10-23T08:00:00Z,125.72,2.19,12.25,1.5,0.2,0.39,23,Good air quality
-71.08594,42.30732,02121,2023-10-23T12:00:00Z,151.46,17.77,9.25,28.32,4.07,0.29,21,Good air quality
-71.08594,42.30732,02121,2023-10-23T16:00:00Z,225.72,19.84,10.12,20.4,7.84,0.49,22,Good air quality
-71.08594,42.30732,02121,2023-10-23T20:00:00Z,151.46,24.94,15.42,24.68,8.28,0.39,24,Good air quality
-71.08594,42.30732,02121,2023-10-24T00:00:00Z,126,20.31,14.2,17.42,8.82,0.29,25,Good air quality
-71.08594,42.30732,02121,2023-10-24T04:00:00Z,125.88,16.34,17.23,23.71,6.15,0.29,26,Good air quality
-71.08594,42.30732,02121,2023-10-24T08:00:00Z,125.98,8.98,13.49,6.07,1.76,0.29,27,Good air quality
-71.08594,42.30732,02121,2023-10-24T12:00:00Z,302.61,28.38,2.73,25.23,8.92,0.49,28,Good air quality
-71.08594,42.30732,02121,2023-10-24T16:00:00Z,451.12,23.97,5.57,24.83,9.33,0.9,30,Good air quality
-71.08594,42.30732,02121,2023-10-24T20:00:00Z,225.62,27.87,21.25,25.68,10.43,0.29,31,Good air quality
-71.08594,42.30732,02121,2023-10-25T00:00:00Z,325.48,33.52,16.69,35.45,9.13,0.3,32,Good air quality
-71.08594,42.30732,02121,2023-10-25T04:00:00Z,276.92,20.1,15.05,21.93,8.34,0.39,33,Good air quality
-71.08594,42.30732,02121,2023-10-25T08:00:00Z,151.46,7.09,29.52,8.16,3.41,0.29,33,Good air quality
-71.08594,42.30732,02121,2023-10-25T12:00:00Z,251.44,23.22,22.86,30.23,11.41,0.29,35,Good air quality
-71.08594,42.30732,02121,2023-10-25T16:00:00Z,325.58,25.99,18.85,26.48,11.88,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-10-25T20:00:00Z,225.74,27.57,11.03,39.66,11.24,0.39,38,Good air quality
-71.08594,42.30732,02121,2023-10-26T00:00:00Z,351.43,37.87,7.31,42.96,10.88,0.49,40,Good air quality
-71.08594,42.30732,02121,2023-10-26T04:00:00Z,277.17,19.8,3.89,32.7,11.22,0.49,43,Good air quality
-71.08594,42.30732,02121,2023-10-26T08:00:00Z,225.73,4.89,30.13,14.21,7.76,0.39,46,Good air quality
-71.08594,42.30732,02121,2023-10-26T12:00:00Z,277.15,26.39,17.84,37.22,11.85,0.39,48,Good air quality
-71.08594,42.30732,02121,2023-10-26T16:00:00Z,398.79,35.88,18.96,30.09,12.27,0.79,48,Good air quality
-71.08594,42.30732,02121,2023-10-26T20:00:00Z,286.23,28.63,47.65,31.19,12.88,0.67,49,Good air quality
-71.08594,42.30732,02121,2023-10-27T00:00:00Z,451.18,38.34,33.42,38.16,14.24,0.39,51,Moderate air quality
-71.08594,42.30732,02121,2023-10-27T04:00:00Z,553.9,34.53,16.08,28.95,17.59,0.4,52,Moderate air quality
-71.08594,42.30732,02121,2023-10-27T08:00:00Z,302.69,19.55,31.41,14.18,11.48,0.39,54,Moderate air quality
-71.08594,42.30732,02121,2023-10-27T12:00:00Z,377.01,29.87,28.49,37.98,17.88,0.39,56,Moderate air quality
-71.08594,42.30732,02121,2023-10-27T16:00:00Z,476.98,36.75,12.4,40.79,18.7,0.5,58,Moderate air quality
-71.08594,42.30732,02121,2023-10-27T20:00:00Z,351.38,41.24,39.94,29.7,15.61,0.49,58,Moderate air quality
-71.08594,42.30732,02121,2023-10-28T00:00:00Z,377.19,36.92,44.31,26.95,15.88,0.49,59,Moderate air quality
-71.08594,42.30732,02121,2023-10-28T04:00:00Z,428.56,25.4,24.37,41.65,15.44,0.49,59,Moderate air quality
-71.08594,42.30732,02121,2023-10-28T08:00:00Z,277.39,26.6,23.62,24.93,14.92,0.39,59,Moderate air quality
-71.08594,42.30732,02121,2023-10-28T12:00:00Z,377.18,27.14,15.62,29.36,14.38,0.39,58,Moderate air quality
-71.08594,42.30732,02121,2023-10-28T16:00:00Z,277.24,27.92,25.22,29.72,13.17,0.49,56,Moderate air quality
-71.08594,42.30732,02121,2023-10-28T20:00:00Z,151.44,23.74,45.3,32.74,13.21,0.39,56,Moderate air quality
-71.08594,42.30732,02121,2023-10-29T00:00:00Z,177.12,24.01,35.68,31.48,13.59,0.39,55,Moderate air quality
-71.08594,42.30732,02121,2023-10-29T04:00:00Z,151.51,19.86,33.52,27.31,7.01,0.29,52,Moderate air quality
-71.08594,42.30732,02121,2023-10-29T08:00:00Z,151.53,19.87,22.1,24.96,7.17,0.29,47,Good air quality
-71.08594,42.30732,02121,2023-10-29T12:00:00Z,125.98,16.31,16.07,16.6,6.52,0.39,42,Good air quality
-71.08594,42.30732,02121,2023-10-29T16:00:00Z,125.94,19.34,11.4,25.45,5.81,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-10-29T20:00:00Z,225.72,21.05,9.58,30.71,5.98,0.49,32,Good air quality
-71.08594,42.30732,02121,2023-10-30T00:00:00Z,126.08,21.15,15.4,31.59,6.84,0.39,27,Good air quality
-71.08594,42.30732,02121,2023-10-30T04:00:00Z,125.88,14.61,21.1,24.68,6.9,0.29,26,Good air quality
-71.08594,42.30732,02121,2023-10-30T08:00:00Z,125.86,9.06,27.06,3.45,1.5,0.29,24,Good air quality
-71.08594,42.30732,02121,2023-10-30T12:00:00Z,125.86,21.64,28.76,28.45,4.52,0.29,24,Good air quality
-71.08594,42.30732,02121,2023-10-30T16:00:00Z,200.29,25.51,20.55,24.44,6.09,0.39,24,Good air quality
-71.08594,42.30732,02121,2023-10-30T20:00:00Z,151.7,36.14,19.26,21.38,6.4,0.39,34,Good air quality
-71.08594,42.30732,02121,2023-10-31T00:00:00Z,225.94,24.94,13.38,16.28,6.18,0.39,24,Good air quality
-71.08594,42.30732,02121,2023-10-31T04:00:00Z,251.14,16.62,6.45,21.83,9.18,0.49,25,Good air quality
-71.08594,42.30732,02121,2023-10-31T08:00:00Z,125.83,18.58,27.1,13.58,5.86,0.29,27,Good air quality
-71.08594,42.30732,02121,2023-10-31T12:00:00Z,177.03,24.7,17.65,25.66,7.69,0.29,27,Good air quality
-71.08594,42.30732,02121,2023-10-31T16:00:00Z,151.78,23.69,23.25,37.62,9,0.3,29,Good air quality
-71.08594,42.30732,02121,2023-10-31T20:00:00Z,151.53,33.1,32.1,15.84,9.72,0.39,31,Good air quality
-71.08594,42.30732,02121,2023-11-01T00:00:00Z,225.77,39.55,24.7,18.04,9.76,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-11-01T08:00:00Z,225.69,13.4,14.08,6.63,3.33,0.39,33,Good air quality
-71.08594,42.30732,02121,2023-11-01T12:00:00Z,225.77,25.26,14.06,29.88,8.6,0.3,35,Good air quality
-71.08594,42.30732,02121,2023-11-01T16:00:00Z,251.59,26.29,13.17,20.17,9.29,0.4,36,Good air quality
-71.08594,42.30732,02121,2023-11-01T20:00:00Z,151.41,25.66,25.26,18.6,9.29,0.29,36,Good air quality
-71.08594,42.30732,02121,2023-11-02T00:00:00Z,151.61,33.63,24.19,31.01,8.66,0.39,36,Good air quality
-71.08594,42.30732,02121,2023-11-02T04:00:00Z,251.38,25.22,14.72,20.7,7.93,0.39,35,Good air quality
-71.08594,42.30732,02121,2023-11-02T08:00:00Z,151.46,10.89,16.26,5.44,4.44,0.29,36,Good air quality
-71.08594,42.30732,02121,2023-11-02T12:00:00Z,177.39,23.99,19.23,30,9.16,0.29,36,Good air quality
-71.08594,42.30732,02121,2023-11-02T16:00:00Z,251.47,25.09,19.27,24.69,11.11,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-11-02T20:00:00Z,225.62,36.25,29.3,20.77,10.68,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-11-03T00:00:00Z,300.03,31.61,24.67,34.57,9.07,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-11-03T04:00:00Z,402.71,26.66,5.55,20.63,10.66,0.3,38,Good air quality
-71.08594,42.30732,02121,2023-11-03T08:00:00Z,277.61,29.23,14.26,25.19,8.75,0.39,40,Good air quality
-71.08594,42.30732,02121,2023-11-03T12:00:00Z,277.91,25.34,10.49,30.42,12.52,0.4,42,Good air quality
-71.08594,42.30732,02121,2023-11-03T16:00:00Z,403.08,32.55,15.24,50.58,13.43,0.59,43,Good air quality
-71.08594,42.30732,02121,2023-11-03T20:00:00Z,225.89,31.53,36.05,28.96,12.33,0.4,44,Good air quality
-71.08594,42.30732,02121,2023-11-04T00:00:00Z,300.17,32.68,32.83,25.33,11.55,0.59,46,Good air quality
-71.08594,42.30732,02121,2023-11-04T04:00:00Z,251.17,20.46,32.61,31.58,7.53,0.29,45,Good air quality
-71.08594,42.30732,02121,2023-11-04T08:00:00Z,151.48,16.42,35.44,23.82,7.98,0.29,44,Good air quality
-71.08594,42.30732,02121,2023-11-04T12:00:00Z,151.58,23.65,29.55,29.97,9.49,0.29,42,Good air quality
-71.08594,42.30732,02121,2023-11-04T16:00:00Z,251.57,28.75,25.58,28.08,12.29,0.39,41,Good air quality
-71.08594,42.30732,02121,2023-11-04T20:00:00Z,251.43,27.73,35.5,27.2,13.21,0.39,41,Good air quality
-71.08594,42.30732,02121,2023-11-05T00:00:00Z,474.03,35.48,13.61,37.24,15.32,0.49,42,Good air quality
-71.08594,42.30732,02121,2023-11-05T04:00:00Z,750.66,34.38,4.15,39.54,18.48,0.79,49,Good air quality
-71.08594,42.30732,02121,2023-11-05T08:00:00Z,151.83,22.81,32.57,43.81,19.28,0.2,54,Moderate air quality
-71.08594,42.30732,02121,2023-11-05T12:00:00Z,351.66,30.69,10.85,37.2,20.57,0.49,58,Moderate air quality
-71.08594,42.30732,02121,2023-11-05T16:00:00Z,402.83,29.1,17,37.4,18.01,0.49,61,Moderate air quality
-71.08594,42.30732,02121,2023-11-05T20:00:00Z,151.63,29.59,38.18,38.1,13.49,0.49,61,Moderate air quality
-71.08594,42.30732,02121,2023-11-06T00:00:00Z,251.34,27.46,37.34,35.79,13.9,0.39,61,Moderate air quality
-71.08594,42.30732,02121,2023-11-06T04:00:00Z,328.35,26.55,20.82,45.68,14.69,0.39,59,Moderate air quality
-71.08594,42.30732,02121,2023-11-06T08:00:00Z,376.82,27.25,10.46,19.79,9.33,0.39,56,Moderate air quality
-71.08594,42.30732,02121,2023-11-06T12:00:00Z,151.45,21.74,22.41,29.23,8.88,0.29,53,Moderate air quality
-71.08594,42.30732,02121,2023-11-06T16:00:00Z,300.16,33.56,10.76,22.95,11.39,0.49,48,Good air quality
-71.08594,42.30732,02121,2023-11-06T20:00:00Z,125.9,30.24,28.63,21,10.05,0.39,46,Good air quality
-71.08594,42.30732,02121,2023-11-07T00:00:00Z,200.27,36.44,26.47,24.93,13.85,0.4,44,Good air quality
-71.08594,42.30732,02121,2023-11-07T04:00:00Z,225.72,20.91,16.59,42.54,12.38,0.4,43,Good air quality
-71.08594,42.30732,02121,2023-11-07T08:00:00Z,200.42,13.95,25.21,31.87,13.04,0.3,44,Good air quality
-71.08594,42.30732,02121,2023-11-07T12:00:00Z,151.55,24.36,37.93,34.92,12.45,0.4,47,Good air quality
-71.08594,42.30732,02121,2023-11-07T16:00:00Z,251.32,29.66,42.6,29.12,19.36,0.4,51,Moderate air quality
-71.08594,42.30732,02121,2023-11-07T20:00:00Z,251.34,21.17,45.38,52.18,18.84,0.3,55,Moderate air quality
-71.08594,42.30732,02121,2023-11-08T00:00:00Z,251.74,37.5,35.47,30.5,17.36,0.49,57,Moderate air quality
-71.08594,42.30732,02121,2023-11-08T04:00:00Z,225.59,19.99,25.63,25.91,7.14,0.39,56,Moderate air quality
-71.08594,42.30732,02121,2023-11-08T08:00:00Z,225.69,24.11,24.58,22.65,5.85,0.39,54,Moderate air quality
-71.08594,42.30732,02121,2023-11-08T12:00:00Z,151.46,21.15,22.45,37.63,5.28,0.29,51,Moderate air quality
-71.08594,42.30732,02121,2023-11-08T16:00:00Z,225.74,25.81,30.35,22.74,7.87,0.39,44,Good air quality
-71.08594,42.30732,02121,2023-11-08T20:00:00Z,225.59,25.54,28.52,28.54,8.26,0.49,36,Good air quality
-71.08594,42.30732,02121,2023-11-09T00:00:00Z,251.34,28.71,19.07,27.34,7.65,0.3,30,Good air quality
-71.08594,42.30732,02121,2023-11-09T04:00:00Z,251.19,18.27,19.72,31.64,5.61,0.29,29,Good air quality
-71.08594,42.30732,02121,2023-11-09T08:00:00Z,200,19.4,22.32,17.4,7.61,0.39,29,Good air quality
-71.08594,42.30732,02121,2023-11-09T12:00:00Z,225.57,23.58,13.66,22.98,7.76,0.29,30,Good air quality
-71.08594,42.30732,02121,2023-11-09T16:00:00Z,351,34.71,4.73,22.18,10.06,0.4,32,Good air quality
-71.08594,42.30732,02121,2023-11-09T20:00:00Z,300.2,28.91,8.64,36.08,8.51,0.49,32,Good air quality
-71.08594,42.30732,02121,2023-11-10T00:00:00Z,402.76,24.17,1.81,23.26,15.04,0.7,34,Good air quality
-71.08594,42.30732,02121,2023-11-10T04:00:00Z,377.44,21.53,1.09,30.11,14.97,0.49,40,Good air quality
-71.08594,42.30732,02121,2023-11-10T08:00:00Z,300.06,16.07,18.26,22.85,10.98,0.39,44,Good air quality
-71.08594,42.30732,02121,2023-11-10T12:00:00Z,326.04,21.5,5.76,29.13,9.79,0.3,46,Good air quality
-71.08594,42.30732,02121,2023-11-10T16:00:00Z,277.73,24.62,12.4,30.72,10.84,0.3,47,Good air quality
-71.08594,42.30732,02121,2023-11-10T20:00:00Z,251.32,21.78,20.34,21.23,9.7,0.4,47,Good air quality
-71.08594,42.30732,02121,2023-11-11T00:00:00Z,351.2,27.67,21.45,33.16,9.93,0.1,46,Good air quality
-71.08594,42.30732,02121,2023-11-11T04:00:00Z,351.48,21.56,14.13,23.7,8.58,0.2,42,Good air quality
-71.08594,42.30732,02121,2023-11-11T08:00:00Z,277.01,19.23,8.64,35.49,9.82,0.3,40,Good air quality
-71.08594,42.30732,02121,2023-11-11T12:00:00Z,251.29,18.49,19.56,22.82,7.41,0.29,38,Good air quality
-71.08594,42.30732,02121,2023-11-11T16:00:00Z,251.32,18.38,14.77,31.53,7.78,0.39,37,Good air quality
-71.08594,42.30732,02121,2023-11-11T20:00:00Z,225.62,17.53,28.84,16.23,8.63,0.39,36,Good air quality
-71.08594,42.30732,02121,2023-11-12T00:00:00Z,225.79,18.32,29.45,17.26,8.21,0.2,35,Good air quality
-71.08594,42.30732,02121,2023-11-12T04:00:00Z,225.89,15.38,27.28,28.77,6.7,0.29,33,Good air quality
-71.08594,42.30732,02121,2023-11-12T08:00:00Z,251.41,18.99,20.57,22.04,7.93,0.3,32,Good air quality
-71.08594,42.30732,02121,2023-11-12T12:00:00Z,225.72,14.26,23.98,10.92,6.7,0.2,33,Good air quality
-71.08594,42.30732,02121,2023-11-12T16:00:00Z,251.17,19.56,24.06,50.01,9.16,0.29,33,Good air quality
-71.08594,42.30732,02121,2023-11-12T20:00:00Z,225.62,17.45,31.07,25.11,9.69,0.2,35,Good air quality
-71.08594,42.30732,02121,2023-11-13T00:00:00Z,225.74,18.86,30.22,21.3,8.68,0.2,36,Good air quality
-71.08594,42.30732,02121,2023-11-13T04:00:00Z,499.93,25,6.22,29.02,14.27,0.49,39,Good air quality
-71.08594,42.30732,02121,2023-11-13T08:00:00Z,374.46,15.78,25.21,28.35,10.96,0.2,43,Good air quality
-71.08594,42.30732,02121,2023-11-13T12:00:00Z,351.19,25.09,5.97,24.89,10.2,0.39,44,Good air quality
-71.08594,42.30732,02121,2023-11-13T16:00:00Z,325.73,28.25,15.53,28.65,12.41,0.4,46,Good air quality
-71.08594,42.30732,02121,2023-11-13T20:00:00Z,325.4,20.26,25.3,32.51,11.07,0.3,48,Good air quality
-71.08594,42.30732,02121,2023-11-14T00:00:00Z,325.55,29.06,17.04,24.74,13.88,0.3,50,Good air quality
-71.08594,42.30732,02121,2023-11-14T04:00:00Z,251.34,20.15,26.63,25.27,8.69,0.39,48,Good air quality
-71.08594,42.30732,02121,2023-11-14T08:00:00Z,325.31,23.41,13.91,17.74,10.49,0.29,46,Good air quality
-71.08594,42.30732,02121,2023-11-14T12:00:00Z,251.53,26.22,12.01,45.9,10.28,0.29,45,Good air quality
-71.08594,42.30732,02121,2023-11-14T16:00:00Z,351.76,36.23,11.95,32.68,16.38,0.4,47,Good air quality
-71.08594,42.30732,02121,2023-11-14T20:00:00Z,325.36,25.96,24.09,23.28,12.95,0.49,48,Good air quality
-71.08594,42.30732,02121,2023-11-15T00:00:00Z,325.6,37.6,22.6,27,9.93,0.29,47,Good air quality
-71.08594,42.30732,02121,2023-11-15T04:00:00Z,325.6,20.7,21.8,29.52,9.74,0.29,47,Good air quality
-71.08594,42.30732,02121,2023-11-15T08:00:00Z,251.31,24.94,13.94,21.8,10.95,0.29,46,Good air quality
-71.08594,42.30732,02121,2023-11-15T12:00:00Z,451.19,23.87,1.53,42.11,11.49,0.7,46,Good air quality
-71.08594,42.30732,02121,2023-11-15T16:00:00Z,503.04,26.87,5.72,34.11,11.13,0.8,44,Good air quality
-71.08594,42.30732,02121,2023-11-15T20:00:00Z,350.93,24.1,19.27,20.88,10.4,0.49,41,Good air quality
-71.08594,42.30732,02121,2023-11-16T00:00:00Z,325.6,34.53,14.7,24.94,10.24,0.39,41,Good air quality
-71.08594,42.30732,02121,2023-11-16T04:00:00Z,251.37,18.35,15.25,34.65,9.74,0.2,42,Good air quality
-71.08594,42.30732,02121,2023-11-16T08:00:00Z,251.32,22.49,13.53,23.55,9.47,0.3,41,Good air quality
-71.08594,42.30732,02121,2023-11-16T12:00:00Z,251.38,23.26,9.57,35.44,12.42,0.3,43,Good air quality
-71.08594,42.30732,02121,2023-11-16T16:00:00Z,426.03,28.08,11.3,26.69,17.75,0.6,47,Good air quality
-71.08594,42.30732,02121,2023-11-16T20:00:00Z,325.63,26.37,26.41,45.71,17.02,0.59,51,Moderate air quality
-71.08594,42.30732,02121,2023-11-17T00:00:00Z,525.86,44.98,17.72,65.34,18.05,0.59,53,Moderate air quality
-71.08594,42.30732,02121,2023-11-17T04:00:00Z,927.78,29.71,2.74,44.95,20.32,1.11,56,Moderate air quality
-71.08594,42.30732,02121,2023-11-17T08:00:00Z,974.07,21.5,2.64,38.78,23.46,1.19,61,Moderate air quality
-71.08594,42.30732,02121,2023-11-17T12:00:00Z,428.38,26.56,13.64,44.09,23.14,0.3,65,Moderate air quality
-71.08594,42.30732,02121,2023-11-17T16:00:00Z,351.44,28.59,23.57,48.83,17.65,0.4,67,Moderate air quality
-71.08594,42.30732,02121,2023-11-17T20:00:00Z,225.75,27.55,40.03,41.48,9.65,0.3,65,Moderate air quality
-71.03583,42.33608,02127,2023-10-19T04:00:00Z,584.18,22.14,6.45,34.3,6.72,0.38,32,Good air quality
-71.03583,42.33608,02127,2023-10-19T08:00:00Z,484.24,15.69,9.44,8.53,4,0.28,31,Good air quality
-71.03583,42.33608,02127,2023-10-19T12:00:00Z,489.44,24.19,9.14,28.99,6.17,0.26,30,Good air quality
-71.03583,42.33608,02127,2023-10-19T16:00:00Z,389.5,26.34,19.74,21.14,9.13,0.38,29,Good air quality
-71.03583,42.33608,02127,2023-10-19T20:00:00Z,294.75,22.49,32.4,13.14,5.5,0.3,27,Good air quality
-71.03583,42.33608,02127,2023-10-20T00:00:00Z,294.75,21.48,30.32,16.07,4.37,0.26,29,Good air quality
-71.03583,42.33608,02127,2023-10-20T04:00:00Z,389.44,20.17,17.34,33.41,3.7,0.36,25,Good air quality
-71.03583,42.33608,02127,2023-10-20T08:00:00Z,389.44,13.26,13.78,5.75,2.78,0.36,21,Good air quality
-71.03583,42.33608,02127,2023-10-20T12:00:00Z,489.38,30.47,8.43,15.84,5.83,0.45,28,Good air quality
-71.03583,42.33608,02127,2023-10-20T16:00:00Z,299.94,23.75,8.55,11.84,7.27,0.34,22,Good air quality
-71.03583,42.33608,02127,2023-10-20T20:00:00Z,384.3,26.55,28.16,16.21,9.08,0.42,25,Good air quality
-71.03583,42.33608,02127,2023-10-21T00:00:00Z,294.75,23.66,22.75,15.47,5.46,0.36,23,Good air quality
-71.03583,42.33608,02127,2023-10-21T04:00:00Z,194.75,12.73,23.51,22.64,5.82,0.46,22,Good air quality
-71.03583,42.33608,02127,2023-10-21T08:00:00Z,194.75,2.46,25.49,4.56,2.4,0.36,22,Good air quality
-71.03583,42.33608,02127,2023-10-21T12:00:00Z,384.24,8.78,20.18,4.89,4.89,0.36,22,Good air quality
-71.03583,42.33608,02127,2023-10-21T16:00:00Z,194.75,17.61,23,10.08,6.83,0.55,22,Good air quality
-71.03583,42.33608,02127,2023-10-21T20:00:00Z,194.75,17.21,24.09,8.72,4.49,0.55,20,Good air quality
-71.03583,42.33608,02127,2023-10-22T00:00:00Z,289.5,21.22,33.49,12.32,4.9,0.45,27,Good air quality
-71.03583,42.33608,02127,2023-10-22T04:00:00Z,289.5,16.81,27.52,10.17,6.94,0.46,27,Good air quality
-71.03583,42.33608,02127,2023-10-22T08:00:00Z,289.5,2.02,18.24,3.94,2.34,0.45,22,Good air quality
-71.03583,42.33608,02127,2023-10-22T12:00:00Z,194.75,6.72,14.62,28.97,4.02,0.43,20,Good air quality
-71.03583,42.33608,02127,2023-10-22T16:00:00Z,194.75,16.13,16.21,12.2,3.78,0.45,18,Good air quality
-71.03583,42.33608,02127,2023-10-22T20:00:00Z,194.75,16.22,18.37,11.45,3.89,0.36,18,Good air quality
-71.03583,42.33608,02127,2023-10-23T00:00:00Z,289.5,17.6,13.93,9.12,4.24,0.45,17,Good air quality
-71.03583,42.33608,02127,2023-10-23T04:00:00Z,289.5,16.69,11.84,9.62,3.94,0.45,16,Good air quality
-71.03583,42.33608,02127,2023-10-23T08:00:00Z,194.75,2.86,12.37,1.59,0.44,0.36,15,Good air quality
-71.03583,42.33608,02127,2023-10-23T12:00:00Z,289.5,17.96,9.42,10.27,3.25,0.26,16,Good air quality
-71.03583,42.33608,02127,2023-10-23T16:00:00Z,294.69,22.21,10.04,10.47,6.77,0.45,20,Good air quality
-71.03583,42.33608,02127,2023-10-23T20:00:00Z,289.5,19.92,15.64,9.67,5.72,0.36,18,Good air quality
-71.03583,42.33608,02127,2023-10-24T00:00:00Z,194.75,26.75,14.46,13.9,9.25,0.26,25,Good air quality
-71.03583,42.33608,02127,2023-10-24T04:00:00Z,194.75,19,17.48,28.39,5.15,0.26,19,Good air quality
-71.03583,42.33608,02127,2023-10-24T08:00:00Z,194.75,15.01,13.66,6.17,2.35,0.26,21,Good air quality
-71.03583,42.33608,02127,2023-10-24T12:00:00Z,578.99,30.19,2.57,15.29,5.3,0.46,28,Good air quality
-71.03583,42.33608,02127,2023-10-24T16:00:00Z,589.38,31.2,5.39,16.67,11.81,0.9,29,Good air quality
-71.03583,42.33608,02127,2023-10-24T20:00:00Z,294.77,24.64,21.3,17.23,7.44,0.26,26,Good air quality
-71.03583,42.33608,02127,2023-10-25T00:00:00Z,394.69,29.52,16.74,17.4,6.14,0.28,27,Good air quality
-71.03583,42.33608,02127,2023-10-25T04:00:00Z,484.24,23.11,15.56,31.34,5.45,0.36,27,Good air quality
-71.03583,42.33608,02127,2023-10-25T08:00:00Z,289.55,10.57,29.73,8.08,4.08,0.26,28,Good air quality
-71.03583,42.33608,02127,2023-10-25T12:00:00Z,389.5,26.18,23.24,12.23,10.06,0.26,30,Good air quality
-71.03583,42.33608,02127,2023-10-25T16:00:00Z,394.69,31.1,19.24,19.13,10.54,0.36,31,Good air quality
-71.03583,42.33608,02127,2023-10-25T20:00:00Z,294.75,29.01,12.65,27.25,12.62,0.36,32,Good air quality
-71.03583,42.33608,02127,2023-10-26T00:00:00Z,489.44,33.38,9.3,29.3,11.33,0.45,34,Good air quality
-71.03583,42.33608,02127,2023-10-26T04:00:00Z,484.25,21.69,5.55,39.82,9.37,0.45,37,Good air quality
-71.03583,42.33608,02127,2023-10-26T08:00:00Z,294.81,10.32,29.96,14.16,8.07,0.36,40,Good air quality
-71.03583,42.33608,02127,2023-10-26T12:00:00Z,484.3,32.44,18.12,40.09,10.79,0.36,41,Good air quality
-71.03583,42.33608,02127,2023-10-26T16:00:00Z,389.84,36,18.96,21.47,10.04,0.79,41,Good air quality
-71.03583,42.33608,02127,2023-10-26T20:00:00Z,280.91,23.28,46.65,19.1,9.96,0.68,41,Good air quality
-71.03583,42.33608,02127,2023-10-27T00:00:00Z,589.44,34.87,33.7,25.98,14.53,0.35,41,Good air quality
-71.03583,42.33608,02127,2023-10-27T04:00:00Z,968.44,48.3,16.59,27.72,15.04,0.38,45,Good air quality
-71.03583,42.33608,02127,2023-10-27T08:00:00Z,579,20.62,29.81,14.06,12.04,0.36,49,Good air quality
-71.03583,42.33608,02127,2023-10-27T12:00:00Z,584.25,30.75,28.4,42.46,14.72,0.36,51,Moderate air quality
-71.03583,42.33608,02127,2023-10-27T16:00:00Z,684.19,42.18,12.24,28.3,15.17,0.48,53,Moderate air quality
-71.03583,42.33608,02127,2023-10-27T20:00:00Z,489.47,33.62,40.22,19.97,12.03,0.45,54,Moderate air quality
-71.03583,42.33608,02127,2023-10-28T00:00:00Z,584.19,38.28,44.51,19.51,14.94,0.45,54,Moderate air quality
-71.03583,42.33608,02127,2023-10-28T04:00:00Z,773.69,27.56,24.38,32.58,13.41,0.45,54,Moderate air quality
-71.03583,42.33608,02127,2023-10-28T08:00:00Z,484.25,15.99,22.99,16.06,10.27,0.36,53,Moderate air quality
-71.03583,42.33608,02127,2023-10-28T12:00:00Z,584.19,22.53,15.54,37.95,11.88,0.36,52,Moderate air quality
-71.03583,42.33608,02127,2023-10-28T16:00:00Z,484.25,26.95,25.15,22.72,10.08,0.45,51,Moderate air quality
-71.03583,42.33608,02127,2023-10-28T20:00:00Z,289.54,19.99,45.36,16.14,9.89,0.36,48,Good air quality
-71.03583,42.33608,02127,2023-10-29T00:00:00Z,384.26,21.24,35.83,14.35,9.28,0.35,46,Good air quality
-71.03583,42.33608,02127,2023-10-29T04:00:00Z,289.5,17.62,33.61,17.27,5.86,0.27,41,Good air quality
-71.03583,42.33608,02127,2023-10-29T08:00:00Z,289.5,12.6,22.06,8.21,5.29,0.26,37,Good air quality
-71.03583,42.33608,02127,2023-10-29T12:00:00Z,194.75,2.15,15.98,3.83,2.8,0.35,31,Good air quality
-71.03583,42.33608,02127,2023-10-29T16:00:00Z,194.75,23.58,11.95,10.86,3.95,0.35,27,Good air quality
-71.03583,42.33608,02127,2023-10-29T20:00:00Z,294.77,17.85,10.28,13.52,3.49,0.45,22,Good air quality
-71.03583,42.33608,02127,2023-10-30T00:00:00Z,194.81,13.88,15.49,9.55,4.82,0.35,18,Good air quality
-71.03583,42.33608,02127,2023-10-30T04:00:00Z,194.75,7.59,20.96,23.47,4.67,0.26,17,Good air quality
